名称,请求方式,地址,说明,支持自建应用,支持商店应用,文档链接
识别语音文件,POST,/open-apis/speech_to_text/v1/speech/file_recognize,语音文件识别接口，上传整段语音文件进行一次性识别。接口适合 60 秒以内音频识别。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/ai/speech_to_text-v1/speech/file_recognize
识别流式语音,POST,/open-apis/speech_to_text/v1/speech/stream_recognize,语音流式接口，将整个音频文件分片进行传入模型。能够实时返回数据。建议每个音频分片的大小为 100-200ms。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/ai/speech_to_text-v1/speech/stream_recognize
识别文本语种,POST,/open-apis/translation/v1/text/detect,机器翻译 (MT)，支持 100 多种语言识别，返回符合 ISO 639-1 标准。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/ai/translation-v1/text/detect
翻译文本,POST,/open-apis/translation/v1/text/translate,"机器翻译 (MT)，支持以下语种互译： ""zh"": 汉语； ""zh-Hant"": 繁体汉语； ""en"": 英语； ""ja"": 日语； ""ru"": 俄语； ""de"": 德语； ""fr"": 法语； ""it"": 意大利语； ""pl"": 波兰语； ""th"": 泰语； ""hi"": 印地语； ""id"": 印尼语； ""es"": 西班牙语； ""pt"": 葡萄牙语； ""ko"": 朝鲜语； ""vi"": 越南语；",是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/ai/translation-v1/text/translate
查看应用基本信息,GET,/open-apis/apaas/v1/apps,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/app/list
查询席位分配详情,GET,/open-apis/apaas/v1/seat_assignments,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/seat_assignment/list
查询席位活跃详情,GET,/open-apis/apaas/v1/seat_activities,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/seat_activity/list
查询审计日志列表,GET,/open-apis/apaas/v1/applications/:namespace/audit_log/audit_log_list,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-audit_log/audit_log_list
查询审计日志详情,GET,/open-apis/apaas/v1/applications/:namespace/audit_log,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-audit_log/get
查询数据变更日志列表,GET,/open-apis/apaas/v1/applications/:namespace/audit_log/data_change_logs_list,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-audit_log/data_change_logs_list
查询数据变更日志详情,GET,/open-apis/apaas/v1/applications/:namespace/audit_log/data_change_log_detail,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-audit_log/data_change_log_detail
批量删除记录权限用户授权,POST,/open-apis/apaas/v1/applications/:namespace/record_permissions/:record_permission_api_name/member/batch_remove_authorization,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-record_permission-member/batch_remove_authorization
批量创建记录权限用户授权,POST,/open-apis/apaas/v1/applications/:namespace/record_permissions/:record_permission_api_name/member/batch_create_authorization,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-record_permission-member/batch_create_authorization
批量删除角色成员授权,POST,/open-apis/apaas/v1/applications/:namespace/roles/:role_api_name/member/batch_remove_authorization,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-role-member/batch_remove_authorization
批量创建角色成员授权,POST,/open-apis/apaas/v1/applications/:namespace/roles/:role_api_name/member/batch_create_authorization,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-role-member/batch_create_authorization
查询角色成员信息,GET,/open-apis/apaas/v1/applications/:namespace/roles/:role_api_name/member,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-role-member/get
执行 OQL,POST,/open-apis/apaas/v1/applications/:namespace/objects/oql_query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object/oql_query
搜索记录,POST,/open-apis/apaas/v1/applications/:namespace/objects/search,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object/search
获取记录详情,POST,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records/:id/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/query
编辑记录,PATCH,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records/:id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/patch
删除记录,DELETE,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records/:id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/delete
新建记录,POST,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/create
批量编辑记录,PATCH,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records/batch_update,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/batch_update
查询记录列表,POST,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records/batch_query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/batch_query
批量删除记录,DELETE,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records/batch_delete,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/batch_delete
批量新建记录,POST,/open-apis/apaas/v1/applications/:namespace/objects/:object_api_name/records/batch_create,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-object-record/batch_create
执行函数,POST,/open-apis/apaas/v1/applications/:namespace/functions/:function_api_name/invoke,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-function/invoke
查询环境变量列表,POST,/open-apis/apaas/v1/applications/:namespace/environment_variables/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-environment_variable/query
查询环境变量详情,GET,/open-apis/apaas/v1/applications/:namespace/environment_variables/:environment_variable_api_name,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-environment_variable/get
发起流程,POST,/open-apis/apaas/v1/applications/:namespace/flows/:flow_id/execute,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/application-flow/execute
查询人工任务,POST,/open-apis/apaas/v1/user_task/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/user_task/query
同意人工任务,POST,/open-apis/apaas/v1/approval_tasks/:approval_task_id/agree,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/approval_task/agree
拒绝人工任务,POST,/open-apis/apaas/v1/approval_tasks/:approval_task_id/reject,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/approval_task/reject
转交人工任务,POST,/open-apis/apaas/v1/approval_tasks/:approval_task_id/transfer,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/approval_task/transfer
人工任务加签,POST,/open-apis/apaas/v1/approval_tasks/:approval_task_id/add_assignee,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/approval_task/add_assignee
抄送人工任务,POST,/open-apis/apaas/v1/user_tasks/:task_id/cc,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/user_task/cc
催办人工任务,POST,/open-apis/apaas/v1/user_tasks/:task_id/expediting,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/user_task/expediting
撤销人工任务,POST,/open-apis/apaas/v1/approval_instances/:approval_instance_id/cancel,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/approval_instance/cancel
查询人工任务可退回的位置,POST,/open-apis/apaas/v1/user_tasks/:task_id/rollback_points,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/user_task/rollback_points
退回人工任务,POST,/open-apis/apaas/v1/user_tasks/:task_id/rollback,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/user_task/rollback
基于人工任务发起群聊,POST,/open-apis/apaas/v1/user_tasks/:task_id/chat_group,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/apaas-v1/user_task/chat_group
创建会话,POST,/open-apis/aily/v1/sessions,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/create
更新会话,PUT,/open-apis/aily/v1/sessions/:aily_session_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/update
获取会话,GET,/open-apis/aily/v1/sessions/:aily_session_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/get
删除会话,DELETE,/open-apis/aily/v1/sessions/:aily_session_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session/delete
发送 Aily 消息,POST,/open-apis/aily/v1/sessions/:aily_session_id/messages,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-aily_message/create
获取 Aily 消息,GET,/open-apis/aily/v1/sessions/:aily_session_id/messages/:aily_message_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-aily_message/get
列出 Aily 消息,GET,/open-apis/aily/v1/sessions/:aily_session_id/messages,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-aily_message/list
创建运行,POST,/open-apis/aily/v1/sessions/:aily_session_id/runs,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/create
获取运行,GET,/open-apis/aily/v1/sessions/:aily_session_id/runs/:run_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/get
列出运行,GET,/open-apis/aily/v1/sessions/:aily_session_id/runs,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/list
取消运行,POST,/open-apis/aily/v1/sessions/:aily_session_id/runs/:run_id/cancel,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/aily_session-run/cancel
调用技能,POST,/open-apis/aily/v1/apps/:app_id/skills/:skill_id/start,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-skill/start
获取技能信息,GET,/open-apis/aily/v1/apps/:app_id/skills/:skill_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-skill/get
查询技能列表,GET,/open-apis/aily/v1/apps/:app_id/skills,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-skill/list
执行数据知识问答,POST,/open-apis/aily/v1/apps/:app_id/knowledges/ask,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-knowledge/ask
上传文件用于数据知识管理,POST,/open-apis/aily/v1/apps/:app_id/data_assets/upload_file,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset/upload_file
创建数据知识,POST,/open-apis/aily/v1/apps/:app_id/data_assets,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset/create
获取数据知识,GET,/open-apis/aily/v1/apps/:app_id/data_assets/:data_asset_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset/get
删除数据知识,DELETE,/open-apis/aily/v1/apps/:app_id/data_assets/:data_asset_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset/delete
查询数据知识列表,GET,/open-apis/aily/v1/apps/:app_id/data_assets,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset/list
获取数据知识分类列表,GET,/open-apis/aily/v1/apps/:app_id/data_asset_tags,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/aily-v1/app-data_asset_tag/list
重置用户的企业邮箱密码,POST,/open-apis/admin/v1/password/reset,重置用户的企业邮箱密码，仅当用户的邮箱和企业邮箱(别名)一致时生效，可用于处理飞书企业邮箱登录死锁的问题。  邮箱死锁：当用户的登录凭证与飞书企业邮箱一致时，目前飞书登录流程要求用户输入验证码，由于飞书邮箱无单独的帐号体系，则未登录时无法收取邮箱验证码，即陷入死锁。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/password/reset
获取部门维度的用户活跃和功能使用数据,GET,/open-apis/admin/v1/admin_dept_stats,该接口用于获取部门维度的用户活跃和功能使用数据，即IM（即时通讯）、日历、云文档、音视频会议功能的使用数据。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/admin_dept_stat/list
获取用户维度的用户活跃和功能使用数据,GET,/open-apis/admin/v1/admin_user_stats,用于获取用户维度的用户活跃和功能使用数据，即IM（即时通讯）、日历、云文档、音视频会议功能的使用数据。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/admin_user_stat/list
创建勋章,POST,/open-apis/admin/v1/badges,使用该接口可以创建一枚完整的勋章信息，一个租户下最多可创建1000枚勋章。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/create
修改勋章信息,PUT,/open-apis/admin/v1/badges/:badge_id,通过该接口可以修改勋章的信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/update
上传勋章图片,POST,/open-apis/admin/v1/badge_images,通过该接口可以上传勋章详情图、挂饰图的文件，获取对应的文件key。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge_image/create
获取勋章列表,GET,/open-apis/admin/v1/badges,可以通过该接口列出租户下所有的勋章，勋章的排列顺序是按照创建时间倒序排列。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/list
获取勋章详情,GET,/open-apis/admin/v1/badges/:badge_id,可以通过该接口查询勋章的详情。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge/get
创建授予名单,POST,/open-apis/admin/v1/badges/:badge_id/grants,通过该接口可以为特定勋章创建一份授予名单，一枚勋章下最多可创建1000份授予名单。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/create
删除授予名单,DELETE,/open-apis/admin/v1/badges/:badge_id/grants/:grant_id,通过该接口可以删除特定授予名单的信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/delete
修改授予名单,PUT,/open-apis/admin/v1/badges/:badge_id/grants/:grant_id,通过该接口可以修改特定授予名单的相关信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/update
获取授予名单列表,GET,/open-apis/admin/v1/badges/:badge_id/grants,通过该接口可以获取特定勋章下的授予名单列表，授予名单的排列顺序按照创建时间倒序排列。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/list
获取授予名单详情,GET,/open-apis/admin/v1/badges/:badge_id/grants/:grant_id,通过该接口可以获取特定授予名单的信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/admin-v1/badge-grant/get
查询帖子信息,GET,/open-apis/moments/v1/posts/:post_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/moments-v1/post/get
批量获取员工花名册信息,GET,/open-apis/ehr/v1/employees,根据员工飞书用户 ID / 员工状态 / 雇员类型等搜索条件 ，批量获取员工花名册字段信息。字段包括「系统标准字段 / system_fields」和「自定义字段 / custom_fields」。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/ehr/ehr-v1/employee/list
下载人员的附件,GET,/open-apis/ehr/v1/attachments/:token,根据文件 token 下载文件。  调用 「批量获取员工花名册信息」接口的返回值中，「文件」类型的字段 id，即是文件 token,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/ehr/ehr-v1/attachment/get
获取飞书人事对象列表,GET,/open-apis/corehr/v1/custom_fields/list_object_api_name,获取「飞书人事」中的对象列表，含系统预置对象与自定义对象。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/corehr-v1/custom_field/list_object_api_name
获取自定义字段列表,GET,/open-apis/corehr/v1/custom_fields/query,获取「飞书人事」具体对象下的自定义字段列表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/corehr-v1/custom_field/query
